Date,ABBV,BIIB,CI,CVS,HCA,MCK,MRNA,REGN,TEVA,VRTX,^GSPC
2022-06-03,128.28648376464844,200.6199951171875,236.34463500976562,82.94493865966797,200.65501403808594,310.6142272949219,137.14999389648438,626.1201171875,9.300000190734863,269.44000244140625,4108.5400390625
2022-06-06,127.7286148071289,197.11000061035156,240.39273071289062,83.6616439819336,197.97752380371094,311.87091064453125,140.0,604.9432373046875,9.0600004196167,268.0,4121.43017578125
2022-06-07,130.0037078857422,201.0800018310547,245.1407928466797,83.83644104003906,200.5873260498047,315.7882080078125,145.33999633789062,609.8599853515625,8.930000305175781,271.8599853515625,4160.68017578125
2022-06-08,130.099609375,206.72999572753906,243.73876953125,82.05343627929688,198.85714721679688,309.2790222167969,148.52999877929688,603.6817626953125,8.800000190734863,274.5400085449219,4115.77001953125
2022-06-09,126.7697525024414,202.22000122070312,240.74786376953125,81.05703735351562,194.5364532470703,306.343505859375,134.0399932861328,571.6182861328125,8.449999809265137,259.70001220703125,4017.820068359375
2022-06-10,124.8259048461914,197.5,236.7382354736328,81.4328842163086,190.14816284179688,307.6296081542969,127.12000274658203,567.972900390625,8.319999694824219,254.8800048828125,3900.860107421875
2022-06-13,121.5309066772461,192.16000366210938,226.4009552001953,79.44010162353516,179.56396484375,301.3953857421875,117.12999725341797,545.6139526367188,7.889999866485596,245.38999938964844,3749.6298828125
2022-06-14,119.96186828613281,194.17999267578125,229.65359497070312,79.22158813476562,173.290771484375,300.9339599609375,121.55999755859375,544.6703491210938,7.849999904632568,249.0800018310547,3735.47998046875
2022-06-15,120.37154388427734,197.25999450683594,230.9527587890625,79.92955017089844,176.17054748535156,302.0727844238281,128.52999877929688,557.4242553710938,8.130000114440918,253.50999450683594,3789.989990234375
2022-06-16,121.29554748535156,191.52999877929688,232.07432556152344,78.53111267089844,166.34825134277344,298.4794616699219,121.08000183105469,553.0139770507812,7.630000114440918,250.9600067138672,3666.77001953125
2022-06-17,120.53720092773438,201.74000549316406,228.5413360595703,77.49102783203125,167.84149169921875,295.0923767089844,128.02999877929688,577.0516967773438,7.710000038146973,263.0899963378906,3674.840087890625
2022-06-21,125.06124114990234,206.88999938964844,235.70079040527344,79.60616302490234,168.58807373046875,303.7418212890625,129.99000549316406,583.7265014648438,7.679999828338623,270.1700134277344,3764.7900390625
2022-06-22,128.62646484375,207.0,239.1776580810547,79.78970336914062,171.22544860839844,305.3814392089844,136.07000732421875,582.9020385742188,7.639999866485596,272.30999755859375,3759.889892578125
2022-06-23,130.2739715576172,211.3800048828125,242.71067810058594,80.73365783691406,172.04965209960938,308.92559814453125,143.25999450683594,603.314208984375,7.670000076293945,283.5,3795.72998046875
2022-06-24,132.7931365966797,211.92999267578125,247.8045196533203,82.61280822753906,176.7910919189453,315.6900634765625,144.27000427246094,608.3799438476562,7.739999771118164,292.54998779296875,3911.739990234375
2022-06-27,133.490478515625,213.57000732421875,250.37484741210938,82.63029479980469,174.35733032226562,320.2945556640625,145.36000061035156,598.3577270507812,8.210000038146973,287.32000732421875,3900.110107421875
2022-06-28,132.92388916015625,202.50999450683594,248.81393432617188,81.45909118652344,170.47886657714844,315.6900634765625,142.19000244140625,590.43115234375,7.829999923706055,276.1700134277344,3821.550048828125
2022-06-29,134.3621826171875,205.22999572753906,249.87010192871094,81.59019470214844,170.33338928222656,322.08135986328125,142.80999755859375,593.6097412109375,7.949999809265137,280.3500061035156,3818.830078125
